
Line No.    Lexeme                          Token                   HasVal    Value          
312         %                               TK_COMMENT              no        ----           
313         %                               TK_COMMENT              no        ----           
314         %                               TK_COMMENT              no        ----           
315         %                               TK_COMMENT              no        ----           
316         %                               TK_COMMENT              no        ----           
317         %                               TK_COMMENT              no        ----           
318         %                               TK_COMMENT              no        ----           
319         %                               TK_COMMENT              no        ----           
320         %                               TK_COMMENT              no        ----           
321         %                               TK_COMMENT              no        ----           
322         %                               TK_COMMENT              no        ----           
323         %                               TK_COMMENT              no        ----           
325         d2d2                            TK_ID                   no        ----           
325         <---                            TK_ASSIGNOP             no        ----           
325         0                               TK_NUM                  yes       0              
325         ;                               TK_SEM                  no        ----           
326         while                           TK_WHILE                no        ----           
326         (                               TK_OP                   no        ----           
326         d2d2                            TK_ID                   no        ----           
326         <                               TK_LT                   no        ----           
326         10                              TK_NUM                  yes       10             
326         )                               TK_CL                   no        ----           
327         c4c4                            TK_ID                   no        ----           
327         <---                            TK_ASSIGNOP             no        ----           
327         c4c4                            TK_ID                   no        ----           
327         +                               TK_PLUS                 no        ----           
327         1.00                            TK_RNUM                 yes       1.0000         
327         ;                               TK_SEM                  no        ----           
328         d2d2                            TK_ID                   no        ----           
328         <---                            TK_ASSIGNOP             no        ----           
328         d2d2                            TK_ID                   no        ----           
328         +                               TK_PLUS                 no        ----           
328         1                               TK_NUM                  yes       1              
328         ;                               TK_SEM                  no        ----           
329         endwhile                        TK_ENDWHILE             no        ----           
331         write                           TK_WRITE                no        ----           
331         (                               TK_OP                   no        ----           
331         c4c4                            TK_ID                   no        ----           
331         )                               TK_CL                   no        ----           
331         ;                               TK_SEM                  no        ----           
333         return                          TK_RETURN               no        ----           
333         ;                               TK_SEM                  no        ----           
334         end                             TK_END                  no        ----           
-------------------------------------------------------------------------------------
Total tokens listed: 1410
Total lexical errors: 1  (details on stderr)
